data_sizes,accuracy,most_frequent_sense
0.75,0.58,"['4', 0.7368421052631579]"
0.5,0.52,"['4', 0.8]"
0.25,0.56,"['4', 0.6153846153846154]"
0.0,0.2,"['5', 0.25]"
